Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Embedding a COVID-19 Group Sequential Clinical Trial Within an Ongoing Trial: Lessons From an Unusual Experience,"Dequin, Pierre-Francois; Le Gouge, Amelie; Tavernier, Elsa; Giraudeau, Bruno; Zohar, Sarah",,,,STATISTICS IN BIOPHARMACEUTICAL RESEARCH,,2020,,,,,,,,,10.1080/19466315.2020.1800509,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Clinical Trials Impacted by the COVID-19 Pandemic: Adaptive Designs to the Rescue?,"Kunz, Cornelia Ursula; Joergens, Silke; Bretz, Frank; Stallard, Nigel; Van Lancker, Kelly; Xi, Dong; Zohar, Sarah; Gerlinger, Christoph; Friede, Tim",,,,STATISTICS IN BIOPHARMACEUTICAL RESEARCH,,2020,,,,,,,,,10.1080/19466315.2020.1799857,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A multi-centre open-label two-arm randomised superiority clinical trial of azithromycin versus usual care in ambulatory COVID-19: study protocol for the ATOMIC2 trial,"Hinks, Timothy S. C.; Barber, Vicki S.; Black, Joanna; Dutton, Susan J.; Jabeen, Maisha; Melhorn, James; Rahman, Najib M.; Richards, Duncan; Lasserson, Daniel; Pavord, Ian D.; Bafadhel, Mona",,,,TRIALS,AUG 17 2020,2020,21,1,,,,,,718,10.1186/s13063-020-04593-8,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The World of Clinical Trial Development Post COVID-19: Lessons Learned from a Global Pandemic,"Karzai, Fatima; Madan, Ravi A.; Dahut, William L.",,,,CLINICAL CANCER RESEARCH,AUG 15 2020,2020,26,16,,,,4198,4200,,10.1158/1078-0432.CCR-20-1914,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Case for Why Africa Should Host COVID-19 Candidate Vaccine Trials,"Singh, Jerome Amir",,,,JOURNAL OF INFECTIOUS DISEASES,AUG 1 2020,2020,222,3,,,,351,355,,10.1093/infdis/jiaa303,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A Call for Pediatric COVID-19 Clinical Trials,"Campbell, Jeffrey I.; Ocwieja, Karen E.; Nakamura, Mari M.",,,,PEDIATRICS,AUG 1 2020,2020,146,2,,,,,,e20201081,10.1542/peds.2020-1081,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Colchicine's effects on metabolic and inflammatory molecules in adults with obesity and metabolic syndrome: results from a pilot randomized controlled trial,"Demidowich, Andrew P.; Levine, Jordan A.; Apps, Richard; Cheung, Foo K.; Chen, Jinguo; Fantoni, Giovanna; Patel, Tushar P.; Yanovski, Jack A.",CHI Consortium,,,INTERNATIONAL JOURNAL OF OBESITY,AUG 2020,2020,44,8,,,,1793,1799,,10.1038/s41366-020-0598-3,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Protocol for a partially nested randomised controlled trial to evaluate the effectiveness of the scleroderma patient-centered intervention network COVID-19 home-isolation activities together (SPIN-CHAT) program to reduce anxiety among at-risk scleroderma patients,"Thombs, Brett D.; Kwakkenbos, Linda; Carrier, Marie-Eve; Bourgeault, Angelica; Tao, Lydia; Harb, Sami; Gagarine, Maria; Rice, Danielle; Bustamante, Laura; Ellis, Kelsey; Duchek, Delaney; Wu, Yin; Bhandari, Parash Mani; Neupane, Dipika; Carboni-Jimenez, Andrea; Henry, Richard S.; Krishnan, Ankur; Sun, Ying; Levis, Brooke; He, Chen; Turner, Kimberly A.; Benedetti, Andrea; Culos-Reed, Nicole; El-Baalbaki, Ghassan; Hebblethwaite, Shannon; Bartlett, Susan J.; Dyas, Laura; Patten, Scott; Varga, John; Fortune, Catherine; Gietzen, Amy; Guillot, Genevieve; Lewis, Nancy; Nielsen, Karen; Richard, Michelle; Sauve, Maureen; Welling, Joep; Baron, Murray; Furst, Daniel E.; Gottesman, Karen; Malcarne, Vanessa; Mayes, Maureen D.; Mouthon, Luc; Nielson, Warren R.; Riggs, Robert; Wigley, Fredrick; Assassi, Shervin; Boutron, Isabelle; Ells, Carolyn; van den Ende, Cornelia; Fligelstone, Kim; Frech, Tracy; Godard, Dominique; Harel, Daphna; Hinchcliff, Monique; Hudson, Marie; Johnson, Sindhu R.; Larche, Maggie; Leite, Catarina; Nguyen, Christelle; Pope, Janet; Portales, Alexandra; Rannou, Francois; Rodriguez Reyna, Tatiana Sofia; Schouffoer, Anne A.; Suarez-Almazor, Maria E.; Agard, Christian; Albert, Alexandra; Andre, Marc; Arsenault, Guylaine; Benzidia, Ilham; Bernstein, Elana J.; Berthier, Sabine; Bissonnette, Lyne; Boire, Gilles; Bruns, Alessandra; Carreira, Patricia; Casadevall, Marion; Chaigne, Benjamin; Chung, Lorinda; Cohen, Pascal; Correia, Chase; Dagenais, Pierre; Denton, Christopher; Domsic, Robyn; Dubois, Sandrine; Dunne, James, V; Dunogue, Bertrand; Fare, Regina; Farge-Bancel, Dominique; Fortin, Paul R.; Gill, Anna; Gordon, Jessica; Granel-Rey, Brigitte; Gyger, Genevieve; Hachulla, Eric; Hatron, Pierre-Yves; Herrick, Ariane L.; Hij, Adrian; Hoa, Sabrina; Ikic, Alena; Jones, Niall; Fernandes, Artur Jose de B.; Kafaja, Suzanne; Khalidi, Nader; Lambert, Marc; Launay, David; Liang, Patrick; Maillard, Helene; Maltez, Nancy; Manning, Joanne; Marie, Isabelle; Martin, Maria; Martin, Thierry; Masetto, Ariel; Maurier, Francois; Mekinian, Arsene; Melchor, Sheila; Nikpour, Mandana; Olagne, Louis; Poindron, Vincent; Proudman, Susanna; Regent, Alexis; Riviere, Sebastien; Robinson, David; Rodriguez, Esther; Roux, Sophie; Smets, Perrine; Smith, Doug; Sobanski, Vincent; Spiera, Robert; Steen, Virginia; Stevens, Wendy; Sutton, Evelyn; Terrier, Benjamin; Thorne, Carter; Wilcox, Pearce; Ayala, Mara Canedo; Ostbo, Nora",Scleroderma Patient-ctr Interventi; SPIN Investigators,,,JOURNAL OF PSYCHOSOMATIC RESEARCH,AUG 2020,2020,135,,,,,,,110132,10.1016/j.jpsychores.2020.110132,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Endpoints for randomized controlled clinical trials for COVID-19 treatments,"Dodd, Lori E.; Follmann, Dean; Wang, Jing; Koenig, Franz; Korn, Lisa L.; Schoergenhofer, Christian; Proschan, Michael; Hunsberger, Sally; Bonnett, Tyler; Makowski, Mat; Belhadi, Drifa; Wang, Yeming; Bin Cao; Mentre, France; Jaki, Thomas",,,,CLINICAL TRIALS,OCT 2020,2020,17,5,,,,472,482,1.74077E+15,10.1177/1740774520939938,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Exploring an Integrative Therapy for Treating COVID-19: A Randomized Controlled Trial,Wang Jia-bo; Wang Zhong-xia; Jing Jing; Zhao Peng; Dong Jing-hui; Zhou Yong-feng; Yang Guang; Niu Ming; Zhao Xu; Jiang Tian-jun; Bi Jing-feng; Xu Zhe; Zhang Ping; Wu Dan; Bai Zhao-fang; Guo Yu-ming; Yu Si-miao; Sun Yong-qiang; Zhang Zi-teng; Zhan Xiao-yan; Li Peng-yan; Ding Jin-biao; Zhao Peng-fei; Song Xue-ai; Tang Jian-yuan; He Dong-chu; Chen Zhu; Qin En-qiang; Wang Rui-lin; Xiao Xiao-he,,,,CHINESE JOURNAL OF INTEGRATIVE MEDICINE,SEP 2020,2020,26,9,,,,648,655,,10.1007/s11655-020-3426-7,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Highly efficient clinical trial designs for reliable screening of under-performing treatments: Application to the COVID-19 Pandemic,"Piantadosi, Steven",,,,CLINICAL TRIALS,OCT 2020,2020,17,5,,,,483,490,1.74077E+15,10.1177/1740774520940227,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under a Black Cloud Glimpsing a Silver Lining: Comment on Statistical Issues and Recommendations for Clinical Trials Conducted During the COVID-19 Pandemic,"Hemmings, Rob",,,,STATISTICS IN BIOPHARMACEUTICAL RESEARCH,,2020,,,,,,,,,10.1080/19466315.2020.1785931,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The CREST-2 experience with the evolving challenges of COVID-19: A clinical trial in a pandemic,"Meschia, James F.; Barrett, Kevin M.; Brown, Robert D.; Turan, Tanya N.; Howard, Virginia J.; Voeks, Jenifer H.; Lal, Brajesh K.; Howard, George; Brott, Thomas G.",,,,NEUROLOGY,JUL 7 2020,2020,95,1,,,,29,36,,10.1212/WNL.0000000000009698,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Impact of vitamins A, B, C, D, and E supplementation on improvement and mortality rate in ICU patients with coronavirus-19: a structured summary of a study protocol for a randomized controlled trial","Beigmohammadi, Mohammad Taghi; Bitarafan, Sama; Hoseindokht, Azin; Abdollahi, Alireza; Amoozadeh, Laya; Abadi, Maedeh Mahmoodi Ali; Foroumandi, Morteza",,,,TRIALS,JUL 6 2020,2020,21,1,,,,,,,10.1186/s13063-020-04547-0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ethical considerations for epidemic vaccine trials,"Monrad, Joshua Teperowski",,,,JOURNAL OF MEDICAL ETHICS,JUL 2020,2020,46,7,,,,465,469,,10.1136/medethics-2020-106235,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Human coronavirus data from four clinical trials of masks and respirators,"MacIntyre, C. Raina; Chughtai, Abrar A.; Seale, Holly; Dwyer, Dominic E.; Quanyi Wang",,,,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,JUL 2020,2020,96,,,,,631,633,,10.1016/j.ijid.2020.05.092,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Therapeutic pulmonary telerehabilitation protocol for patients affected by COVID-19, confined to their homes: study protocol for a randomized controlled trial","Jose Gonzalez-Gerez, Juan; Bernal-Utrera, Carlos; Anarte-Lazo, Ernesto; Antonio Garcia-Vidal, Jose; Martin Botella-Rico, Jose; Rodriguez-Blanco, Cleofas",,,,TRIALS,JUN 29 2020,2020,21,1,,,,,,,10.1186/s13063-020-04494-w,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Computational investigation onAndrographis paniculataphytochemicals to evaluate their potency against SARS-CoV-2 in comparison to known antiviral compounds in drug trials,"Murugan, Natarajan Arul; Pandian, Chitra Jeyaraj; Jeyakanthan, Jeyaraman",,,,JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,,2020,,,,,,,,,10.1080/07391102.2020.1777901,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trial by Zoom? The Response to COVID-19 by Canada's Courts,"Puddister, Kate; Small, Tamara A.",,,,CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE,JUN 2020,2020,53,2,,,SI,373,377,PII S0008423920000505,10.1017/S0008423920000505,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Merit of an Ursodeoxycholic Acid Clinical Trial in COVID-19 Patients,"Subramanian, Subbaya; Iles, Tinen; Ikramuddin, Sayeed; Steer, Clifford J.",,,,VACCINES,JUN 2020,2020,8,2,,,,,,320,10.3390/vaccines8020320,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
An Internet-Based Intervention to Alleviate Stress During Social Isolation With Guided Relaxation and Meditation: Protocol for a Randomized Controlled Trial,"Pizzoli, Silvia Maria Francesca; Marzorati, Chiara; Mazzoni, Davide; Pravettoni, Gabriella",,,,JMIR RESEARCH PROTOCOLS,JUN 2020,2020,9,6,,,,,,e19236,10.2196/19236,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
An evidence mapping and analysis of registered COVID-19 clinical trials in China,"Lu, Liming; Li, Fan; Wen, Hao; Ge, Shuqi; Zeng, Jingchun; Luo, Wen; Wang, Lai; Tang, Chunzhi; Xu, Nenggui",,,,BMC MEDICINE,JUN 1 2020,2020,18,1,,,,,,167,10.1186/s12916-020-01612-y,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Feasibility and Effectiveness of a Telehealth Service Delivery Model for Treating Childhood Posttraumatic Stress: A Community-Based, Open Pilot Trial of Trauma-Focused Cognitive-Behavioral Therapy","Stewart, Regan W.; Orengo-Aguayo, Rosaura; Young, John; Wallace, Megan M.; Cohen, Judith A.; Mannarino, Anthony P.; de Arellano, Michael A.",,,,JOURNAL OF PSYCHOTHERAPY INTEGRATION,JUN 2020,2020,30,2,,,SI,274,289,,10.1037/int0000225,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Conducting clinical trials during the COVID-19 pandemic,"Collier, Erin K.; Hsiao, Jennifer L.; Shi, Vivian Y.",,,,JOURNAL OF DERMATOLOGICAL TREATMENT,MAY 18 2020,2020,31,4,,,,330,332,,10.1080/09546634.2020.1759770,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Short fractionation radiotherapy for early prostate cancer in the time of COVID-19: long-term excellent outcomes from a multicenter Italian trial suggest a larger adoption in clinical practice,"Barra, Salvina; Guarnieri, Alessia; di Monale e Bastia, Michela Buglione; Marcenaro, Michela; Tornari, Elena; Belgioia, Liliana; Magrini, Stefano Maria; Ricardi, Umberto; Corvo, Renzo",,,,RADIOLOGIA MEDICA,,2020,,,,,,,,,10.1007/s11547-020-01216-9,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COVID-19: An Update about the Discovery Clinical Trial,"Vanden Eynde, Jean Jacques",,,,PHARMACEUTICALS,MAY 2020,2020,13,5,,,,,,98,10.3390/ph13050098,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Effect of bromhexine on clinical outcomes and mortality in COVID-19 patients: A randomized clinical trial,"Ansarin, Khalil; Tolouian, Ramin; Ardalan, Mohammadreza; Taghizadieh, Ali; Varshochi, Mojtaba; Teimouri, Soheil; Vaezi, Tahere; Valizadeh, Hamed; Saleh, Parviz; Safiri, Saeid; Chapman, Kenneth R.",,,,BIOIMPACTS,2020,2020,10,4,,,,209,215,,10.34172/bi.2020.27,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Intravenous high-dose vitamin C for the treatment of severe COVID-19: study protocol for a multicentre randomised controlled trial,"Liu, Fang; Zhu, Yuan; Zhang, Jing; Li, Yiming; Peng, Zhiyong",,,,BMJ OPEN,2020,2020,10,7,,,,,,e039519,10.1136/bmjopen-2020-039519,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
